run_key,task,model_id,physics_status,physics_missing_reason,prefill_projection_flop_proxy,prefill_attention_flop_proxy,prefill_mlp_flop_proxy,prefill_total_flop_proxy,decode_output_cap_tokens_per_request,decode_upper_bound_flop_proxy,kv_cache_prefill_sum_bytes,kv_cache_prefill_max_request_bytes,kv_cache_output_cap_sum_bytes,weight_bytes_total,prefill_total_flop_proxy_per_gpu_ideal,decode_upper_bound_flop_proxy_per_gpu_ideal,kv_cache_prefill_sum_bytes_per_gpu_ideal,weight_bytes_per_gpu_ideal,model_parallel_gpus_per_replica,kv_bytes_per_element,shared_expert_term_included
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":2048,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":3}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":256,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":32,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":384,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":512,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":64,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":768,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":2}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":8,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-3.3-70B-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":96,""tensor_parallel"":4,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-3.3-70B-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":4,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":4,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""meta-llama/Llama-4-Scout-17B-16E-Instruct"",""gpu_model"":""H100"",""num_gpus"":8,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":8,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,meta-llama/Llama-4-Scout-17B-16E-Instruct,missing,effective_workload_missing: restricted_model_static_files: Meta Llama access rejected; no bypass or mirror used,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":192,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":384,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":512,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":8,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-12B-v2"",""gpu_model"":""H100"",""num_gpus"":1,""max_num_seqs"":96,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-12B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":128,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":16,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":256,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":32,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
"{""task"":""lm-arena-chat"",""model_id"":""nvidia/NVIDIA-Nemotron-Nano-9B-v2"",""gpu_model"":""B200"",""num_gpus"":1,""max_num_seqs"":64,""tensor_parallel"":1,""expert_parallel"":1,""data_parallel"":1,""seed"":48105,""num_request_repeats"":1}",lm-arena-chat,nvidia/NVIDIA-Nemotron-Nano-9B-v2,unsupported,unsupported_attention_variant: hybrid,,,,,,,,,,,,,,,,,
